product_id,vehicle_maker,vehicle_model,vehicle_color,car_model_year,car_price
4855,Lotus,Elise,Goldenrod,2009,88820.58638
4701,Nissan,Maxima,Violet,1997,72738.57065
4453,Volkswagen,GTI,Indigo,2000,91478.34045
4672,Hyundai,Tucson,Pink,2011,93301.95468
4618,Mitsubishi,Precis,Aquamarine,1994,87969.74105
4974,Dodge,Ram 2500,Goldenrod,2007,72803.8481
4075,Chevrolet,Astro,Pink,1997,72410.08178
3909,Ferrari,599 GTB Fiorano,Mauv,2009,86617.24273
4102,Plymouth,Sundance,Blue,1993,93062.93638
4410,Ford,LTD Crown Victoria,Mauv,1985,94379.23788
3833,Mazda,B2000,Green,1985,80972.66898
4407,Pontiac,Grand Prix,Aquamarine,1962,84346.31473
4988,Volkswagen,Corrado,Aquamarine,1993,94088.89105
4124,Mitsubishi,Starion,Yellow,1987,85792.14475
4405,Ferrari,612 Scaglietti,Turquoise,2009,75433.7141
4335,Subaru,Justy,Puce,1990,69577.32588
3600,Ford,Aspire,Orange,1996,75645.03005
4023,Scion,iQ,Goldenrod,2012,72362.2136
4189,Ford,F150,Indigo,2004,88685.53498
4150,Ford,Mustang,Yellow,1987,96926.6713
4172,Ford,Explorer Sport,Mauv,2001,91774.00488
3604,Hyundai,Sonata,Orange,1999,84157.3151
3531,Mercury,Grand Marquis,Yellow,1989,86129.86123
4557,Toyota,Matrix,Turquoise,2011,81358.0679
4192,Lexus,ES,Blue,2002,91414.12848
4711,Toyota,Sequoia,Green,2008,72582.10223
3804,Mitsubishi,Mighty Max,Khaki,1992,77473.4829
4668,Oldsmobile,Intrigue,Purple,2000,95762.83048
3629,GMC,Acadia,Maroon,2010,78887.52463
4647,Jaguar,X-Type,Khaki,2005,70757.60825
3637,Honda,Pilot,Mauv,2010,72660.53683
3906,Ford,Windstar,Indigo,2001,80997.14558
4060,Mazda,Protege,Orange,2002,92734.51593
4943,Nissan,Murano,Goldenrod,2009,71585.6876
4096,Ford,Escape,Fuscia,2009,86775.1383
3767,Mercedes-Benz,E-Class,Puce,1985,91421.16648
4849,GMC,Yukon XL 2500,Crimson,2003,73777.46743
4244,Nissan,Sentra,Turquoise,2003,77169.29468
3625,Suzuki,Vitara,Teal,2002,88963.70215
4191,Cadillac,Seville,Maroon,2004,86151.82565
4901,Dodge,Durango,Goldenrod,2006,89427.1349
4537,Saab,9-May,Aquamarine,2011,73944.32668
4931,Volkswagen,GTI,Fuscia,2011,73575.3693
4870,GMC,Sierra 1500,Violet,2008,89066.45695
4796,Honda,Ridgeline,Blue,2007,83157.65518
4969,Toyota,Prius,Purple,2003,93601.73438
4712,Mazda,Miata MX-5,Maroon,2002,72362.6828
4144,Lexus,GS,Fuscia,2007,84495.5301
4641,GMC,Acadia,Goldenrod,2007,92184.21275
4737,Suzuki,Kizashi,Red,2011,70869.4147
3883,Lexus,LX,Yellow,2009,80073.6329
4006,Mercedes-Benz,SL-Class,Blue,2000,70735.1844
3708,Toyota,Highlander,Crimson,2005,83866.55
4460,Isuzu,Rodeo,Red,1992,73374.99
3983,Mitsubishi,Truck,Yellow,1991,83244.7
4704,Pontiac,Grand Am,Turquoise,1996,91897.26
3973,Toyota,Avalon,Crimson,2005,96522.74
4591,Dodge,Viper,Puce,2004,87501.19
3628,Mercedes-Benz,CL-Class,Purple,2004,88058.94
4493,GMC,Acadia,Teal,2007,78636.95
4194,Suzuki,SJ,Crimson,1985,92044.91
3579,Volvo,V50,Goldenrod,2011,74182.73
4015,Toyota,Avalon,Violet,2002,91062.82
4935,Mercedes-Benz,M-Class,Khaki,2012,90076.2
3840,Isuzu,Hombre,Crimson,1999,89015.98
4506,Honda,Accord,Green,2003,76138.32
3674,Ford,F-Series Super Duty,Fuscia,2008,92967.74
4975,Ford,Focus,Violet,2003,99629.95
3839,Audi,100,Goldenrod,1992,89138.74
4362,Toyota,Corolla,Fuscia,2005,87237.49
4666,Rolls-Royce,Phantom,Crimson,2011,93090.37
4425,Mercury,Mountaineer,Violet,2001,77386.94
4178,Aston Martin,Vantage,Crimson,2008,84941.17
4066,Kia,Sorento,Purple,2011,76721.81
4437,Geo,Metro,Green,1995,95975.43
4043,Chrysler,300,Indigo,2007,85477.5
4324,Ford,Explorer Sport Trac,Teal,2007,70858.54
4818,Infiniti,QX,Yellow,2004,80744.27
4063,Toyota,Matrix,Goldenrod,2012,71141.72
4823,Chevrolet,3500,Fuscia,1995,84894.96
4575,Chevrolet,Silverado 3500HD,Red,2006,95090.46
4776,Cadillac,Escalade EXT,Crimson,2012,95509.11
4128,Oldsmobile,Cutlass Supreme,Teal,1993,86940.2
4046,Dodge,Avenger,Yellow,1996,78151.87
4200,Pontiac,Sunfire,Pink,2004,74973.65
4201,Buick,Century,Purple,1991,91367.44
3926,Toyota,MR2,Pink,1986,70361.22
4348,Volvo,V40,Goldenrod,2004,81536.03
4502,Acura,MDX,Red,2009,89628.23
4479,Jaguar,XK,Pink,2007,97467.17
4744,Porsche,928,Khaki,1990,93138.32
4193,Suzuki,X-90,Mauv,1998,97848.78
3596,Kia,Optima,Violet,2002,86111.3
3791,Volkswagen,New Beetle,Teal,2010,70313.29
4376,Volkswagen,Cabriolet,Yellow,1989,92979.58
3720,Chrysler,Sebring,Orange,1999,97421.62
3526,Volkswagen,Touareg 2,Khaki,2009,82980.69
4353,Chevrolet,Vega,Yellow,1971,81973.94
3981,Volvo,V40,Orange,2002,95566.11
4891,BMW,3 Series,Red,2004,80797.44
4140,Toyota,Camry,Turquoise,2006,79811.63
3695,Suzuki,Forenza,Teal,2006,82698.25
4050,Ford,F350,Khaki,2009,85520.13
3832,Subaru,Outback,Orange,2012,85613.37
3575,Infiniti,EX,Blue,2010,99226.75
4822,Lotus,Esprit,Violet,1988,88673.85
4573,BMW,X5,Yellow,2002,76544.48
4898,Kia,Mentor,Yellow,1997,83571.31
3741,Dodge,Ram Van 3500,Goldenrod,2001,95981.93
4683,Chevrolet,Suburban 1500,Fuscia,2011,97268.15
3749,Ford,Galaxie,Red,1964,97478.79
4946,Maserati,Spyder,Fuscia,2004,73055.45
4735,BMW,M3,Violet,2011,95623.56
3808,Buick,Skyhawk,Puce,1984,84888.19
3762,Mazda,Protege,Teal,1998,94181.73
4374,Acura,NSX,Yellow,1993,85890.77
3621,Mitsubishi,Raider,Crimson,2009,73244.16
3831,Pontiac,Bonneville,Indigo,1968,82658.39
4241,Ford,E150,Crimson,2004,99909.18
4569,Audi,S5,Red,2012,86358.01
3948,GMC,1500,Yellow,1996,71428.8
3780,Volvo,S60,Crimson,2003,87804.77
4754,Volvo,V50,Puce,2010,76636.25
4247,Volvo,C70,Turquoise,2008,77976.93
4644,Volkswagen,Beetle,Orange,1965,77836.38
3914,Mercury,Lynx,Khaki,1985,85288.96
4544,Volkswagen,Jetta,Yellow,1987,93847.98
4208,Pontiac,Bonneville,Turquoise,1986,85390.58
4510,Jeep,Compass,Red,2008,97832.84
4631,Buick,Riviera,Turquoise,1989,87218.58
4131,GMC,3500 Club Coupe,Puce,1996,70188.06
4731,Mercedes-Benz,E-Class,Fuscia,2011,86056.04
4472,Mitsubishi,L300,Aquamarine,1990,97818.59
4809,Lamborghini,Murci�lago LP640,Goldenrod,2008,90730.17
3911,Mazda,MPV,Pink,1990,88206.45
4311,Geo,Tracker,Aquamarine,1992,70183.93
4528,Mercury,Mountaineer,Blue,2006,93524.98
3587,Suzuki,Reno,Yellow,2007,99463.07
4728,Mitsubishi,Excel,Indigo,1989,73282.04
4792,Buick,Century,Turquoise,1996,82609.91
3976,Volkswagen,Eurovan,Blue,1994,84919.98
4270,Audi,A4,Khaki,1998,71980.56
3584,Chevrolet,Impala,Violet,1996,79950.13
4722,Saab,9000,Puce,1987,89156.58
3799,Chevrolet,Malibu,Puce,2013,91029.1
4304,Ferrari,612 Scaglietti,Mauv,2010,74364.7
3821,Pontiac,Grand Am,Fuscia,1988,98148.53
4828,Dodge,Ram 1500,Teal,1994,72043.78
4462,Nissan,370Z,Mauv,2009,90638.34
4986,Chevrolet,Camaro,Yellow,2010,91677.79
4634,Volvo,S40,Mauv,2001,98256.4
4764,Buick,Century,Pink,1999,91443.42
3677,Mitsubishi,Eclipse,Blue,1991,92787.92
4673,Nissan,Sentra,Pink,1999,99288.67
4478,Volvo,850,Orange,1994,81891.92
4458,Volvo,XC70,Mauv,2011,80360.97
4076,Land Rover,Discovery,Mauv,2012,83440.73
4403,Mercedes-Benz,R-Class,Puce,2009,85606.91
4326,Ford,F-Series,Goldenrod,2001,70142.69
3956,Toyota,4Runner,Pink,2000,86306.45
3656,Volvo,C70,Goldenrod,2009,99448.61
4109,Subaru,Legacy,Green,2009,70854.3
3523,Mercedes-Benz,SL-Class,Green,2011,77311.07
4264,Pontiac,GTO,Goldenrod,2004,97178.73
3950,Chrysler,Grand Voyager,Indigo,2000,72271.55
4697,Chrysler,Cirrus,Red,1999,73998.81
4812,Volkswagen,New Beetle,Blue,2003,82603.45
4496,Pontiac,Sunfire,Red,2004,87331.7
4651,Dodge,Caliber,Goldenrod,2010,80696.46
4411,Mercedes-Benz,E-Class,Aquamarine,2005,93110.71
4079,Jeep,Liberty,Purple,2002,96563.36
4216,Chevrolet,Impala,Pink,2003,94256.82
4979,Nissan,Pathfinder,Khaki,2002,83258.12
3529,Bentley,Continental GT,Indigo,2008,87756.71
3924,Subaru,XT,Teal,1985,84730.82
4852,Chevrolet,Beretta,Teal,1995,95061.18
4614,Chevrolet,Monte Carlo,Fuscia,2004,90061.03
4671,Mazda,CX-7,Teal,2012,70228.82
4889,Toyota,Land Cruiser,Crimson,2005,94778.54
4714,GMC,Savana 1500,Crimson,2011,96824.49
4705,Hyundai,Tiburon,Maroon,2001,89372.28
4108,Chrysler,Voyager,Goldenrod,2001,94491.14
3687,BMW,7 Series,Turquoise,2012,76442.08
4243,Chrysler,Imperial,Blue,1992,81948.28
3820,Nissan,Sentra,Red,2009,77630.78
4092,GMC,Yukon XL 1500,Crimson,2010,75926.78
4494,Mercedes-Benz,CL-Class,Crimson,2004,75231.6
3646,Jeep,Grand Cherokee,Fuscia,2002,99557.84
4119,Land Rover,Range Rover Classic,Teal,1993,73797.53
4117,Mercedes-Benz,CL-Class,Crimson,2008,98611.79
3524,Suzuki,Sidekick,Blue,1998,93811.03
4281,Audi,riolet,Teal,1996,79549.75
4878,Mitsubishi,Endeavor,Aquamarine,2006,77755.58
3681,Mercedes-Benz,SL-Class,Blue,2011,93837.13
4987,Mitsubishi,Galant,Aquamarine,2002,75262.78
3686,Acura,SLX,Khaki,1999,96373.59
3608,Cadillac,XLR-V,Maroon,2006,83931.75
4912,Infiniti,G35,Goldenrod,2007,71478.22
4522,Mitsubishi,Pajero,Orange,2004,79288.71
3736,GMC,Suburban 1500,Red,1999,89866.09
4940,Volkswagen,Scirocco,Aquamarine,1987,92408.66
4874,Jaguar,X-Type,Fuscia,2005,96617.38
4836,Dodge,Nitro,Teal,2007,90018.2
4971,Mitsubishi,Galant,Goldenrod,1998,94604.04
4689,Oldsmobile,88,Goldenrod,1995,82167.85
4087,Mercedes-Benz,CLS-Class,Teal,2006,89425.62
4271,Pontiac,Bonneville,Blue,1985,78069.68
4803,Toyota,Corolla,Khaki,1995,85460.84
3869,Toyota,Venza,Aquamarine,2012,91388.35
3580,Mercury,Mariner,Fuscia,2009,89620.24
3694,Volkswagen,Cabriolet,Goldenrod,1998,79547.17
3715,Nissan,240SX,Turquoise,1995,71600.87
4316,Mercedes-Benz,GL-Class,Teal,2007,93048.36
4024,Pontiac,Sunfire,Fuscia,1995,87764.83
4442,Dodge,Durango,Green,1998,76963.53
3610,Kia,Sportage,Yellow,2005,82949.91
3532,Isuzu,i-370,Fuscia,2008,71907.75
3622,Suzuki,Sidekick,Mauv,1992,84306.57
4177,Buick,Lucerne,Maroon,2008,88672.42
3612,Jaguar,XJ Series,Turquoise,1993,73435.32
4287,Saab,9-7X,Red,2006,99226.94
3857,Mercedes-Benz,SL-Class,Maroon,2009,96522.72
4237,Suzuki,Daewoo Magnus,Puce,2005,70830.91
3823,Chevrolet,Suburban 1500,Orange,2004,86399.57
4877,Ford,Edge,Khaki,2009,79570.98
3852,Buick,Century,Purple,2002,82955.73
4265,Ford,Econoline E250,Fuscia,2002,91758.71
3613,Mercury,Mariner,Teal,2009,87951.96
3876,Mercedes-Benz,W201,Red,1988,97850.07
3620,Honda,CR-V,Orange,1997,89114.75
4766,Porsche,Boxster,Puce,2003,94688.39
4274,Buick,Somerset,Puce,1986,95153.78
4886,Pontiac,Safari,Red,1987,78808.2
4306,GMC,Yukon,Yellow,1996,99931.57
4761,BMW,760,Yellow,2004,75286.36
3878,Toyota,Celica,Puce,2003,80888.4
3941,Infiniti,G,Yellow,1996,72422.29
4995,Mazda,Familia,Khaki,1990,79592.41
4161,Hyundai,Elantra,Violet,1997,88926.42
4543,Porsche,944,Yellow,1985,72484.45
4455,BMW,760,Orange,2006,75290.11
3573,Chevrolet,Express 1500,Red,2009,95276.24
4227,Lamborghini,Murci�lago,Crimson,2008,97779.66
4182,Buick,LaCrosse,Turquoise,2007,70711.08
4204,Jaguar,XJ Series,Teal,2002,99112.14
4847,Chevrolet,Camaro,Turquoise,1977,96640.84
3753,Lincoln,Continental Mark VII,Purple,1988,77034.04
4863,Buick,Regal,Purple,1989,83014.95
4514,Chevrolet,Silverado 1500,Orange,2010,96269.37
4636,Jaguar,XK Series,Fuscia,2005,92642.04
4610,Buick,Somerset,Mauv,1985,96754.84
4571,Mazda,Navajo,Maroon,1993,89391.63
3764,Saab,900,Green,1993,87541.4
4038,Cadillac,Seville,Fuscia,2001,94673.72
4645,Subaru,Outback,Khaki,2006,98764.56
3633,Dodge,Durango,Yellow,2005,87470.55
3702,Chevrolet,Avalanche,Violet,2012,90645
3718,Dodge,Ram 2500,Teal,1995,91223.53
3964,Cadillac,Escalade EXT,Fuscia,2011,90356.84
4560,Chevrolet,Aveo,Yellow,2006,72571.11
4282,Mercedes-Benz,E-Class,Khaki,2007,73585.47
3542,Aston Martin,V12 Vantage,Green,2012,93732.39
4894,Mazda,B-Series Plus,Blue,1996,79223.74
4717,Isuzu,Oasis,Mauv,1996,97675.46
4062,Toyota,MR2,Puce,2001,77911.47
4867,Lexus,GX,Puce,2012,78929.89
3570,Mercedes-Benz,300D,Pink,1993,77213.34
4215,Ford,Excursion,Maroon,2005,84956.81
4148,Suzuki,Swift,Maroon,1996,97057.29
4676,Cadillac,Escalade,Maroon,1999,98956.34
3991,Ford,F-Series Super Duty,Maroon,2010,94660.91
4457,Pontiac,Vibe,Khaki,2006,78919.14
4559,Lamborghini,Gallardo,Green,2003,91507.15
3748,Jaguar,XJ Series,Crimson,2001,99376.55
4355,Volvo,V50,Pink,2010,88589.3
4593,Chevrolet,3500,Indigo,1996,83183.99
4887,Ford,Focus,Mauv,2004,83193.43
4844,Dodge,Intrepid,Pink,1999,85158.51
4432,Ford,Explorer,Aquamarine,2013,91177.01
4924,Chevrolet,HHR,Turquoise,2007,96979.12
4310,Buick,Terraza,Purple,2006,70988.1
4861,Kia,Sportage,Puce,2009,63639.09
4040,Pontiac,GTO,Pink,1970,77247.639
4665,Geo,Tracker,Puce,1994,82137.51
3603,Isuzu,Amigo,Indigo,1993,85151.493
4623,GMC,Canyon,Puce,2010,63071.397
3609,BMW,5 Series,Goldenrod,1994,82539.387
4398,Nissan,Frontier,Aquamarine,2001,68580.891
4414,Nissan,Sentra,Yellow,2006,76450.23
3551,Mercedes-Benz,S-Class,Blue,1985,84462.579
4578,Toyota,Venza,Indigo,2012,84189.852
4709,Mitsubishi,Mirage,Puce,1998,89129.574
4505,Lamborghini,Murci�lago,Blue,2002,84301.542
4742,Buick,Century,Crimson,1991,72309.744
4663,Oldsmobile,Cutlass Supreme,Maroon,1994,86912.604
4660,Mercedes-Benz,CL-Class,Violet,2007,69064.029
3995,Dodge,Charger,Violet,1969,86122.971
3969,Lexus,GS,Puce,2013,66053.934
4696,Mercedes-Benz,SLK-Class,Aquamarine,2007,72715.842
3813,Ford,Transit Connect,Khaki,2012,81104.436
4064,Toyota,Sequoia,Khaki,2009,66522.528
3735,Jeep,Grand Cherokee,Orange,2010,83160.9
3561,Dodge,Intrepid,Goldenrod,2002,80695.935
4804,BMW,X5,Violet,2004,63980.757
4136,Jaguar,XK,Crimson,2009,80467.587
3535,Citro�n,CX,Pink,1989,76835.646
4762,Chevrolet,Cruze,Orange,2011,63492.66
4397,Morgan,Aero 8,Violet,2007,78946.686
4188,Pontiac,Grand Am,Puce,1990,68572.674
4501,Buick,Regal,Yellow,2002,86541.813
4568,Infiniti,QX,Green,2011,81483.003
4827,Chevrolet,Citation,Teal,1980,87972.948
4430,Chrysler,Town & Country,Mauv,1996,89110.395
4652,Bentley,Continental GTC,Puce,2011,88938.675
4710,Oldsmobile,Bravada,Teal,2004,85923.162
3988,Volkswagen,Scirocco,Purple,1985,82418.805
3670,Ford,Bronco,Red,1990,68516.694
4685,Mazda,Miata MX-5,Orange,2001,81672.84
4359,Honda,FCX Clarity,Yellow,2012,67475.466
3517,Audi,A3,Violet,2012,75705.813
3842,Acura,NSX,Khaki,1992,71896.716
4944,Dodge,Ram 1500,Pink,1999,78921.765
4950,Cadillac,Seville,Khaki,1997,80583.12
3540,Toyota,Paseo,Aquamarine,1993,72735.408
4832,GMC,Savana 1500,Pink,2000,83167.38
4790,Maserati,Gran Sport,Violet,2005,82516.41
3701,Isuzu,Rodeo,Blue,1994,82345.221
4638,Mazda,Miata MX-5,Pink,2012,74606.211
4371,Toyota,Tacoma,Goldenrod,2001,76320.594
4736,Chevrolet,Monte Carlo,Yellow,2000,76184.892
3999,Buick,Coachbuilder,Teal,1994,81410.022
4789,Pontiac,Grand Prix,Indigo,1982,83265.003
3567,Oldsmobile,Cutlass Cruiser,Fuscia,1993,79861.572
3566,Chevrolet,Malibu,Mauv,1999,76307.778
4615,Mitsubishi,L300,Goldenrod,1987,82684.305
4743,Pontiac,Firebird,Violet,1989,66058.956
3667,Saab,9-Mar,Crimson,2004,67466.637
3530,Mercedes-Benz,S-Class,Puce,1996,63942.057
4778,Subaru,Loyale,Khaki,1990,65907.09
4097,Chrysler,Sebring,Pink,2007,68917.923
3946,Buick,Century,Maroon,2004,87037.2
4440,Volkswagen,rio,Puce,2000,71433.351
4449,Volvo,C70,Indigo,2008,86124.195
4217,Cadillac,Escalade,Red,2007,63033.777
4919,Chrysler,Concorde,Red,1999,84642.417
3818,Oldsmobile,Silhouette,Aquamarine,2004,76122.882
3659,Dodge,Stratus,Indigo,1998,84496.995
3711,Mercedes-Benz,E-Class,Puce,1984,65233.152
4759,Chrysler,300M,Maroon,2002,69921.972
4622,Ford,Ranger,Aquamarine,1984,67393.926
4396,Dodge,Avenger,Turquoise,2008,63302.4
3678,Isuzu,Trooper,Puce,1992,84779.514
4741,Subaru,Forester,Red,2007,72304.02
4590,Honda,Civic,Crimson,2003,73965.204
3725,Volkswagen,GTI,Purple,1997,69403.689
4925,GMC,Sierra 3500HD,Khaki,2006,78679.566
4211,Nissan,Cube,Turquoise,2009,68608.35
4206,Dodge,Ram Van 2500,Teal,2003,73575.72
4980,Buick,LeSabre,Violet,1998,79363.62
4016,Volvo,V90,Maroon,1997,87936.624
4824,Isuzu,Trooper,Khaki,1992,85538.07
3891,Ford,F250,Orange,1999,80657.73
4267,Suzuki,Vitara,Yellow,2002,75467.574
4871,Toyota,Solara,Yellow,2003,70528.59
4214,Ford,Aerostar,Red,1997,73071.882
3632,Lincoln,LS,Puce,2003,65180.43
4434,Mercedes-Benz,CLK-Class,Blue,2007,82252.917
4005,Nissan,Frontier,Pink,2006,65155.275
4273,Chevrolet,Express 3500,Pink,2007,88409.952
4903,Ford,F-Series,Green,1993,65508.696
3846,Mitsubishi,Challenger,Violet,1997,79972.902
4555,Nissan,Maxima,Khaki,1997,71698.158
4511,Toyota,Previa,Purple,1995,82402.848
4163,Buick,Lucerne,Indigo,2011,83040.021
3773,Subaru,Forester,Red,2007,66811.914
3793,Oldsmobile,Bravada,Orange,1997,89603.784
3884,GMC,1500,Yellow,1997,83228.706
4830,Maybach,57,Goldenrod,2005,78694.92
3870,Mazda,Miata MX-5,Crimson,2005,89057.178
4256,Mitsubishi,Truck,Maroon,1985,76438.53
4834,Mercedes-Benz,300SD,Red,1993,70598.799
4219,Lotus,Elise,Maroon,2004,81725.607
4391,Mitsubishi,Pajero,Purple,1998,64395.918
4625,Toyota,Highlander,Yellow,2008,86097.366
4022,Isuzu,VehiCROSS,Purple,2001,85539.222
3578,Acura,ZDX,Khaki,2010,84408.219
4373,Mazda,MX-3,Purple,1994,83945.106
4621,Mercury,Capri,Pink,1986,80333.991
3907,Audi,S4,Orange,2001,82628.838
3743,Saab,9-May,Yellow,2006,66494.115
3890,Dodge,Stratus,Indigo,1997,73916.676
4702,Saturn,VUE,Mauv,2003,73219.104
4365,Dodge,Stratus,Green,2003,76409.154
4248,Chevrolet,Suburban 1500,Purple,1997,68938.677
4914,Pontiac,Montana,Purple,2006,84617.298
3896,Infiniti,Q,Yellow,2006,69437.655
3653,Land Rover,Range Rover Sport,Red,2012,78928.155
4198,BMW,Z3,Khaki,1999,82277.424
3775,Chevrolet,Express 2500,Red,1996,85228.758
3581,Chevrolet,Suburban 1500,Maroon,2001,78367.203
4882,Toyota,RAV4,Green,2001,87077.493
4360,Mercedes-Benz,SL-Class,Yellow,2011,82328.013
3802,Dodge,Ram 2500,Orange,2007,86636.889
4799,Cadillac,DeVille,Blue,1999,75211.524
3658,BMW,Z3,Green,2001,80829.054
4392,Mitsubishi,Pajero,Fuscia,2003,63497.457
4746,Subaru,Baja,Indigo,2004,63713.817
3986,Lexus,IS-F,Green,2012,71816.157
4329,Mitsubishi,Cordia,Mauv,1986,69237.108
4139,Mercedes-Benz,S-Class,Puce,1998,73912.644
4363,Kia,Rio,Blue,2013,63130.581
4773,Nissan,Maxima,Turquoise,2009,67492.557
3509,GMC,2500 Club Coupe,Puce,1993,83682.333
4606,Dodge,Ram Van 3500,Turquoise,2001,64409.544
3971,Lincoln,LS,Mauv,2003,77445.315
4300,Pontiac,G6,Yellow,2008,68718.708
3759,Dodge,Ram 2500,Turquoise,2007,79185.006
4044,Oldsmobile,Ciera,Violet,1993,76515.111
3665,Chevrolet,Suburban,Blue,2008,86716.116
4917,Honda,Accord Crosstour,Crimson,2011,69940.746
3538,Pontiac,Trans Sport,Goldenrod,1991,71693.379
3719,Ford,Econoline E350,Teal,1996,77683.239
4242,Audi,S5,Turquoise,2011,64079.415
4120,Toyota,4Runner,Mauv,2006,84665.187
4601,BMW,M3,Indigo,2001,74223.585
4234,Eagle,Talon,Yellow,1990,82072.017
3940,Toyota,Celica,Puce,1997,63295.92
3522,Maybach,57,Mauv,2005,82335.348
3699,Mercedes-Benz,400SEL,Teal,1993,82296.459
4031,Volkswagen,Rabbit,Maroon,2009,79957.539
4415,Honda,Accord,Aquamarine,2007,81267.696
3586,Bentley,Continental,Pink,2007,87676.677
3814,GMC,Sierra 2500HD,Turquoise,2006,63741.501
3917,Dodge,Ram 1500 Club,Red,1996,84583.494
4680,Mazda,Protege,Crimson,1997,72762.147
3660,Nissan,Rogue,Blue,2008,89439.84
3546,Toyota,Corolla,Aquamarine,2004,68270.742
4010,Chevrolet,Corvette,Purple,1962,69757.578
4967,Mitsubishi,Excel,Pink,1989,78498.972
4774,Chevrolet,Express 3500,Fuscia,1998,86201.775
4784,Dodge,Caliber,Violet,2008,63115.776
4330,Honda,S2000,Green,2003,74438.82
3557,Suzuki,Grand Vitara,Puce,2010,85261.842
4077,Mitsubishi,GTO,Purple,1999,66926.061
4820,Kia,Mentor,Goldenrod,1997,72671.688
3975,Pontiac,Bonneville,Fuscia,1991,69646.086
4276,Subaru,XT,Maroon,1989,85584.492
4608,Subaru,XT,Pink,1991,72537.507
3668,Toyota,Solara,Green,1999,89001.891
4002,GMC,Yukon XL 1500,Pink,2002,85604.067
3512,Saab,9-May,Indigo,2006,88856.595
4049,GMC,3500 Club Coupe,Purple,1994,83018.637
4978,Mercedes-Benz,CLS-Class,Crimson,2010,88108.929
4048,Chevrolet,Astro,Yellow,1996,64930.041
4857,Isuzu,Trooper,Maroon,1992,66557.511
4412,Lexus,LS,Puce,1989,76208.211
4517,Suzuki,Sidekick,Blue,1992,70319.223
3607,Mercury,Cougar,Turquoise,1992,73677.519
3568,Volkswagen,Passat,Fuscia,1997,78779.772
3738,Isuzu,Rodeo,Blue,1994,70575.867
4436,BMW,M3,Goldenrod,2002,79344.828
4873,Cadillac,Escalade EXT,Violet,2002,67564.773
4771,Buick,Century,Aquamarine,1989,63498.213
4646,Ford,Tempo,Mauv,1985,81553.302
4893,Honda,Accord,Blue,2011,85609.017
4915,Volvo,XC60,Red,2012,87334.803
4471,Audi,Q7,Green,2012,78386.643
3503,Maserati,430,Blue,1990,73400.607
3928,Lexus,CT,Purple,2012,73010.853
4788,Ford,F150,Pink,2004,76548.384
4334,Chevrolet,Corvette,Green,1998,79490.961
3955,Volkswagen,Cabriolet,Goldenrod,1985,66299.202
3908,Lincoln,Town Car,Khaki,2008,69666.903
4039,Mazda,CX-9,Violet,2012,72469.674
3583,Lincoln,Continental Mark VII,Goldenrod,1990,87315.363
3984,Kia,Sportage,Khaki,2002,86477.031
4253,Chevrolet,Caprice,Violet,1995,89080.038
3618,Dodge,Durango,Maroon,2009,82066.239
3877,BMW,X6,Purple,2013,70166.367
4288,Plymouth,Prowler,Khaki,2000,82602.747
